dataset,model,subset,regime,reply_set,reply_set_id,f1_estimate,f1_mean,f1_ci.low,f1_ci.high,recall_estimate,recall_mean,recall_ci.low,recall_ci.high,precision_estimate,precision_mean,precision_ci.low,precision_ci.high
thread,GPT-4o,clinton,Base,overall,overall,0.833559093,0.833548181,0.810954258,0.855626064,0.833333333,0.833327619,0.81047619,0.855238095,0.835487088,0.835903959,0.813339346,0.857760161
thread,GPT-4o,clinton,Base,0,overall,0.762588235,0.763771128,0.638489204,0.879892077,0.76,0.760284,0.64,0.88,0.806222222,0.815554842,0.701997205,0.905263158
thread,GPT-4o,clinton,Base,0,0,0.762588235,0.762726064,0.636730769,0.87968469,0.76,0.759278,0.64,0.88,0.806222222,0.814706764,0.698499222,0.90615625
thread,GPT-4o,clinton,Base,1,overall,0.777799518,0.777888446,0.69152649,0.859347587,0.78,0.780601,0.7,0.86,0.781604305,0.787201413,0.702720817,0.863449383
thread,GPT-4o,clinton,Base,1,0,0.77299812,0.771563234,0.643159253,0.880252104,0.78,0.779612,0.66,0.88,0.784055556,0.793476609,0.672179116,0.897968434
thread,GPT-4o,clinton,Base,1,1,0.775619048,0.773844542,0.64824571,0.886136161,0.78,0.779598,0.66,0.88,0.777489177,0.786947022,0.658643148,0.899897368
thread,GPT-4o,clinton,Base,2,overall,0.841902751,0.842055243,0.783263019,0.897210627,0.84,0.839914667,0.78,0.893333333,0.845184837,0.848422915,0.788990985,0.903259159
thread,GPT-4o,clinton,Base,2,0,0.898701299,0.898167646,0.804220621,0.97950104,0.9,0.900066,0.82,0.98,0.899333333,0.906062529,0.813999206,0.980952381
thread,GPT-4o,clinton,Base,2,1,0.805714286,0.80564592,0.690017272,0.908523904,0.8,0.799756,0.68,0.9,0.812419355,0.820541254,0.698439313,0.92935342
thread,GPT-4o,clinton,Base,2,2,0.827,0.83041439,0.726105392,0.922555794,0.82,0.820398,0.7,0.92,0.847166667,0.857454763,0.759420276,0.938824095
thread,GPT-4o,clinton,Base,3,overall,0.860744589,0.860814125,0.81107381,0.905746258,0.86,0.860016,0.81,0.905,0.863385726,0.865494408,0.816759023,0.909908758
thread,GPT-4o,clinton,Base,3,0,0.86023166,0.860030216,0.757946183,0.940665208,0.86,0.860158,0.76,0.94,0.871861893,0.87804206,0.786412931,0.948571429
thread,GPT-4o,clinton,Base,3,1,0.874237288,0.873409287,0.767149486,0.959429797,0.88,0.880338,0.78,0.96,0.895625,0.900570885,0.835793404,0.962758621
thread,GPT-4o,clinton,Base,3,2,0.880240832,0.880989639,0.781086713,0.960762033,0.88,0.880556,0.78,0.96,0.881376344,0.889936365,0.784,0.97
thread,GPT-4o,clinton,Base,3,3,0.825005464,0.826385696,0.717788203,0.92186455,0.82,0.81961,0.7,0.92,0.862814815,0.872167178,0.785153846,0.938666667
thread,GPT-4o,clinton,Base,4,overall,0.848848105,0.848964731,0.803353887,0.892001223,0.848,0.8482368,0.804,0.892,0.852847036,0.854502957,0.809994389,0.895727845
thread,GPT-4o,clinton,Base,4,0,0.89992959,0.899876476,0.812262681,0.979940872,0.9,0.90009,0.82,0.98,0.911904762,0.916044915,0.8467,0.980952381
thread,GPT-4o,clinton,Base,4,1,0.772916667,0.771671663,0.643699725,0.882088917,0.78,0.780222,0.66,0.88,0.777561497,0.787823312,0.66128073,0.897667781
thread,GPT-4o,clinton,Base,4,2,0.858044776,0.856409209,0.749785008,0.941178972,0.86,0.860294,0.76,0.94,0.866968326,0.87098479,0.773903743,0.947459815
thread,GPT-4o,clinton,Base,4,3,0.813076923,0.812909099,0.705254513,0.906376812,0.8,0.800434,0.68,0.9,0.849803922,0.855000635,0.752007543,0.935384615
thread,GPT-4o,clinton,Base,4,4,0.908717949,0.90849985,0.821184416,0.979925589,0.9,0.900022,0.82,0.98,0.917894737,0.921017007,0.836666388,0.980833333
thread,GPT-4o,clinton,Base,5,overall,0.829472203,0.829694158,0.786136396,0.872429289,0.83,0.830359,0.786666667,0.873333333,0.830655594,0.832441399,0.789151992,0.874285895
thread,GPT-4o,clinton,Base,5,0,0.90037296,0.899889796,0.813400568,0.979905298,0.9,0.900278,0.82,0.98,0.903,0.907162647,0.824519805,0.980834239
thread,GPT-4o,clinton,Base,5,1,0.796483092,0.797064196,0.669996426,0.90753268,0.8,0.80043,0.68,0.9,0.800738739,0.811197863,0.676765152,0.923904878
thread,GPT-4o,clinton,Base,5,2,0.779238095,0.777514776,0.656922846,0.889303367,0.78,0.778984,0.66,0.88,0.780555556,0.789800984,0.667,0.900863498
thread,GPT-4o,clinton,Base,5,3,0.858701299,0.857945923,0.753680021,0.940543369,0.86,0.860848,0.76,0.94,0.866190476,0.871529392,0.778,0.9472
thread,GPT-4o,clinton,Base,5,4,0.806174603,0.805321558,0.694710175,0.902933618,0.8,0.799558,0.68,0.9,0.843733333,0.849471138,0.759992857,0.92400119
thread,GPT-4o,clinton,Base,5,5,0.834285714,0.833013289,0.717881283,0.936232877,0.84,0.840056,0.74,0.94,0.832222222,0.839155645,0.717332643,0.941212121
thread,GPT-4o,clinton,Base,overall,0,0.848595437,0.848379221,0.806767928,0.888597492,0.85,0.849872333,0.81,0.89,0.854783951,0.855855856,0.816562309,0.89284819
thread,GPT-4o,clinton,Base,overall,1,0.804214007,0.804500169,0.750905652,0.853867154,0.808,0.8083892,0.756,0.856,0.805727259,0.808216573,0.754882912,0.857156562
thread,GPT-4o,clinton,Base,overall,2,0.835538954,0.835876955,0.783549291,0.885804643,0.835,0.8353415,0.785,0.885,0.837267899,0.840131034,0.787560653,0.889592109
thread,GPT-4o,clinton,Base,overall,3,0.829848695,0.829350677,0.768249306,0.885923757,0.826666667,0.826174,0.766666667,0.886666667,0.846203971,0.848592227,0.791549657,0.897949491
thread,GPT-4o,clinton,Base,overall,4,0.852054986,0.852123712,0.781848526,0.919393519,0.85,0.849936,0.78,0.92,0.860636364,0.864650972,0.798710585,0.922797139
thread,GPT-4o,clinton,Base,overall,5,0.834285714,0.833504777,0.715886404,0.937056537,0.84,0.840486,0.74,0.94,0.832222222,0.839768037,0.714,0.941669444
thread,GPT-4o,trump,Base,overall,overall,0.766440662,0.766370601,0.740590681,0.791682972,0.764761905,0.764664381,0.739047619,0.79047619,0.773287163,0.773734889,0.748135872,0.798678186
thread,GPT-4o,trump,Base,0,overall,0.607555024,0.607183227,0.469206035,0.740190476,0.6,0.599216,0.46,0.74,0.623499775,0.635929976,0.491665476,0.772725327
thread,GPT-4o,trump,Base,0,0,0.607555024,0.607938695,0.470090116,0.740257371,0.6,0.600078,0.46,0.74,0.623499775,0.636262217,0.490642857,0.77253937
thread,GPT-4o,trump,Base,1,overall,0.785854701,0.786543472,0.705719837,0.861259681,0.78,0.780438,0.7,0.86,0.806670588,0.811897144,0.737091078,0.879564031
thread,GPT-4o,trump,Base,1,0,0.784714728,0.784935324,0.667678797,0.887840839,0.78,0.779666,0.66,0.88,0.833611111,0.841476471,0.745680994,0.918949379
thread,GPT-4o,trump,Base,1,1,0.774060606,0.773588029,0.643914923,0.891402278,0.78,0.780874,0.66,0.9,0.786,0.79707009,0.672817514,0.904264801
thread,GPT-4o,trump,Base,2,overall,0.795142925,0.795315319,0.728769657,0.85832028,0.793333333,0.793298,0.726666667,0.853333333,0.799657447,0.803154731,0.737809451,0.86384709
thread,GPT-4o,trump,Base,2,0,0.840966184,0.842059688,0.737890813,0.940043259,0.84,0.84043,0.74,0.94,0.846545455,0.855323291,0.751870321,0.943269033
thread,GPT-4o,trump,Base,2,1,0.760168421,0.760657095,0.636511204,0.879038026,0.76,0.760658,0.64,0.88,0.761709402,0.773431357,0.648446301,0.88415388
thread,GPT-4o,trump,Base,2,2,0.788563312,0.790123676,0.670989935,0.892458025,0.78,0.780548,0.66,0.88,0.811283154,0.821781644,0.705460507,0.92
thread,GPT-4o,trump,Base,3,overall,0.770508436,0.77106122,0.710951025,0.829239887,0.77,0.770432,0.71,0.83,0.77423913,0.777452028,0.718140308,0.834013287
thread,GPT-4o,trump,Base,3,0,0.815363193,0.816063538,0.699794829,0.919408646,0.82,0.820358,0.72,0.92,0.829166667,0.837998483,0.730396916,0.9275
thread,GPT-4o,trump,Base,3,1,0.780857771,0.780984491,0.660908247,0.882465954,0.78,0.78072,0.66,0.88,0.787820513,0.797561458,0.680945238,0.900069748
thread,GPT-4o,trump,Base,3,2,0.68725993,0.688329492,0.557329527,0.814164152,0.68,0.680382,0.54,0.8,0.699498208,0.71260885,0.57260303,0.843669355
thread,GPT-4o,trump,Base,3,3,0.8040554,0.804028116,0.690379713,0.902346498,0.8,0.799568,0.68,0.9,0.825769231,0.834326406,0.73132246,0.92233013
thread,GPT-4o,trump,Base,4,overall,0.767161452,0.76717844,0.715120781,0.818125785,0.764,0.7638368,0.712,0.816,0.779813873,0.781998097,0.729721721,0.830863387
thread,GPT-4o,trump,Base,4,0,0.791432994,0.792592477,0.666764455,0.899368846,0.8,0.800712,0.68,0.9,0.836045249,0.845223883,0.749523363,0.920669389
thread,GPT-4o,trump,Base,4,1,0.782521008,0.781612062,0.661815714,0.887396337,0.78,0.778996,0.66,0.88,0.785890909,0.794797599,0.671886831,0.903762729
thread,GPT-4o,trump,Base,4,2,0.746893281,0.748517504,0.622338253,0.861015399,0.74,0.740612,0.62,0.86,0.759090909,0.771791021,0.638691667,0.887660755
thread,GPT-4o,trump,Base,4,3,0.823517345,0.82239969,0.712708944,0.921039303,0.82,0.818456,0.7,0.92,0.831,0.839136526,0.730395769,0.93208428
thread,GPT-4o,trump,Base,4,4,0.696,0.698291956,0.565141393,0.820609219,0.68,0.679878,0.54,0.8,0.735882353,0.747261485,0.603173566,0.876878125
thread,GPT-4o,trump,Base,5,overall,0.769193845,0.769522919,0.720175477,0.816841764,0.77,0.770279667,0.723333333,0.816666667,0.775854577,0.778038901,0.729383759,0.824357867
thread,GPT-4o,trump,Base,5,0,0.818736842,0.819386032,0.702575019,0.92,0.82,0.819734,0.7,0.92,0.827792208,0.836713067,0.72701294,0.926468768
thread,GPT-4o,trump,Base,5,1,0.729355742,0.726564532,0.579523819,0.856160247,0.76,0.759112,0.64,0.86,0.801203008,0.800959717,0.650819955,0.887702174
thread,GPT-4o,trump,Base,5,2,0.802105263,0.802113239,0.687099647,0.902552535,0.8,0.799616,0.68,0.9,0.805357143,0.815420259,0.700096774,0.916364028
thread,GPT-4o,trump,Base,5,3,0.702379932,0.70249696,0.572566037,0.821250481,0.7,0.699436,0.56,0.82,0.712380952,0.724762746,0.591306312,0.844365812
thread,GPT-4o,trump,Base,5,4,0.720217865,0.721072163,0.591702573,0.840319507,0.72,0.719992,0.6,0.84,0.740108696,0.752348794,0.624580909,0.862006988
thread,GPT-4o,trump,Base,5,5,0.821,0.820870605,0.706161288,0.920137076,0.82,0.820124,0.7,0.92,0.827863248,0.836639129,0.729214747,0.926155172
thread,GPT-4o,trump,Base,overall,0,0.776546296,0.776702241,0.727692202,0.822144687,0.776666667,0.77673,0.726666667,0.823333333,0.79390471,0.795666028,0.749673269,0.838850277
thread,GPT-4o,trump,Base,overall,1,0.76901923,0.768621545,0.712487325,0.822398435,0.772,0.7717108,0.716,0.824,0.771599483,0.773459639,0.719709002,0.825275543
thread,GPT-4o,trump,Base,overall,2,0.755096576,0.755136924,0.695031301,0.812176008,0.75,0.7498885,0.69,0.81,0.764730424,0.767498514,0.706632052,0.824983067
thread,GPT-4o,trump,Base,overall,3,0.775745154,0.776306508,0.709349566,0.840807476,0.773333333,0.773651333,0.706666667,0.84,0.780884705,0.785193575,0.718221496,0.847825543
thread,GPT-4o,trump,Base,overall,4,0.704214568,0.705039723,0.611293764,0.793508858,0.7,0.699931,0.61,0.79,0.730789474,0.737498664,0.642974239,0.825221038
thread,GPT-4o,trump,Base,overall,5,0.821,0.821106251,0.711531142,0.92,0.82,0.820246,0.72,0.92,0.827863248,0.836806612,0.727692308,0.926033333
thread,GPT-4o,joint,Base,overall,overall,0.642759396,0.642881823,0.612635981,0.672961084,0.655238095,0.655176381,0.626666667,0.683809524,0.697945901,0.699496925,0.665959499,0.730899517
thread,GPT-4o,joint,Base,0,overall,0.415695187,0.418165409,0.270561837,0.563380709,0.42,0.420246,0.28,0.56,0.603135531,0.619947026,0.403519048,0.799290319
thread,GPT-4o,joint,Base,0,0,0.415695187,0.418397912,0.273763844,0.564068328,0.42,0.421068,0.28,0.56,0.603135531,0.621041882,0.406016737,0.797715873
thread,GPT-4o,joint,Base,1,overall,0.607617307,0.607966815,0.507442064,0.707164945,0.63,0.630216,0.54,0.72,0.647049442,0.65695305,0.566276672,0.745394677
thread,GPT-4o,joint,Base,1,0,0.572188932,0.576329531,0.429555159,0.725438851,0.62,0.620606,0.48,0.76,0.544146825,0.563203822,0.403904365,0.731143407
thread,GPT-4o,joint,Base,1,1,0.626194617,0.623664033,0.479496882,0.757916677,0.64,0.639774,0.5,0.76,0.656212121,0.671688181,0.53471,0.798341667
thread,GPT-4o,joint,Base,2,overall,0.671401524,0.670808869,0.590201459,0.749618733,0.673333333,0.673756667,0.6,0.746666667,0.743495546,0.748397778,0.675312592,0.816009297
thread,GPT-4o,joint,Base,2,0,0.755339965,0.751255045,0.618061932,0.871516489,0.76,0.760036,0.64,0.88,0.816916667,0.809541685,0.675956944,0.910909091
thread,GPT-4o,joint,Base,2,1,0.602195489,0.59813878,0.447789863,0.741054542,0.6,0.600432,0.46,0.74,0.72705314,0.735808891,0.58946693,0.847666919
thread,GPT-4o,joint,Base,2,2,0.664209402,0.665510763,0.524131405,0.796612155,0.66,0.660296,0.52,0.78,0.740738095,0.74816751,0.575642307,0.873842206
thread,GPT-4o,joint,Base,3,overall,0.6785003,0.677284816,0.607491559,0.744499584,0.69,0.6895815,0.625,0.75,0.710650655,0.716138827,0.643676,0.782271344
thread,GPT-4o,joint,Base,3,0,0.723284493,0.721940677,0.588170707,0.847329578,0.74,0.739954,0.62,0.86,0.746833333,0.759323051,0.605330719,0.885459848
thread,GPT-4o,joint,Base,3,1,0.691554002,0.688237418,0.54464652,0.822406031,0.72,0.71989,0.6,0.84,0.718181818,0.728463286,0.565212931,0.861929188
thread,GPT-4o,joint,Base,3,2,0.638038278,0.638944928,0.496489311,0.779414957,0.64,0.640604,0.5,0.78,0.662362319,0.684663619,0.520760714,0.834285714
thread,GPT-4o,joint,Base,3,3,0.647328549,0.644999308,0.497673779,0.782548695,0.66,0.659716,0.52,0.78,0.736714286,0.742531943,0.569515586,0.873893631
thread,GPT-4o,joint,Base,4,overall,0.654758976,0.655377448,0.592634635,0.715614488,0.664,0.6640264,0.604,0.724,0.728928005,0.72589017,0.640547019,0.784689131
thread,GPT-4o,joint,Base,4,0,0.694451659,0.694129999,0.551902995,0.827111201,0.72,0.719612,0.58,0.84,0.813054945,0.776738469,0.576993706,0.902500437
thread,GPT-4o,joint,Base,4,1,0.664308499,0.65847768,0.518852872,0.790742481,0.66,0.659466,0.52,0.78,0.726111111,0.729673832,0.585,0.849636244
thread,GPT-4o,joint,Base,4,2,0.664063545,0.664310394,0.528218694,0.795562294,0.66,0.66103,0.54,0.78,0.68468254,0.700993167,0.558526703,0.835455628
thread,GPT-4o,joint,Base,4,3,0.61751052,0.617566461,0.4728662,0.757171429,0.64,0.639532,0.5,0.76,0.684311688,0.661697252,0.476363636,0.806508013
thread,GPT-4o,joint,Base,4,4,0.654862915,0.6557861,0.510240042,0.787126639,0.64,0.639846,0.5,0.76,0.764616601,0.768038844,0.595190293,0.884708442
thread,GPT-4o,joint,Base,5,overall,0.649812884,0.650061547,0.593248895,0.705550267,0.663333333,0.663309333,0.61,0.716666667,0.692695479,0.692006649,0.622924488,0.746645215
thread,GPT-4o,joint,Base,5,0,0.73900207,0.734868116,0.601734324,0.857123006,0.74,0.738878,0.62,0.86,0.791555556,0.799841257,0.670372232,0.904586806
thread,GPT-4o,joint,Base,5,1,0.634313725,0.630555655,0.481682843,0.77314371,0.66,0.659422,0.52,0.78,0.6955,0.674003452,0.479639122,0.830435024
thread,GPT-4o,joint,Base,5,2,0.657915751,0.658503001,0.517412855,0.791944018,0.66,0.660974,0.52,0.78,0.670909091,0.691044927,0.539998447,0.831666925
thread,GPT-4o,joint,Base,5,3,0.584909021,0.588608345,0.443135676,0.734206663,0.62,0.618766,0.48,0.76,0.567151515,0.589273505,0.4313875,0.747116477
thread,GPT-4o,joint,Base,5,4,0.559794634,0.563697472,0.417786457,0.703258203,0.58,0.579304,0.44,0.72,0.60547619,0.60674012,0.436029776,0.755457759
thread,GPT-4o,joint,Base,5,5,0.711536131,0.709261871,0.573826496,0.834042701,0.72,0.7188,0.6,0.84,0.731116883,0.744545442,0.616654272,0.858
thread,GPT-4o,joint,Base,overall,0,0.650190548,0.650609556,0.59013344,0.707442893,0.666666667,0.666833,0.61,0.72,0.739600442,0.744144353,0.683431847,0.795360169
thread,GPT-4o,joint,Base,overall,1,0.649231249,0.648379307,0.58578353,0.710766896,0.656,0.65582,0.596,0.716,0.70423,0.707409502,0.63937076,0.7706646
thread,GPT-4o,joint,Base,overall,2,0.647508359,0.648333627,0.579771662,0.715399392,0.655,0.65493,0.59,0.72,0.663612724,0.670669544,0.598653737,0.740957333
thread,GPT-4o,joint,Base,overall,3,0.607152544,0.608235757,0.522297375,0.691048261,0.64,0.639492667,0.56,0.713333333,0.626790392,0.636510013,0.535931068,0.727726671
thread,GPT-4o,joint,Base,overall,4,0.601420452,0.604613582,0.503495626,0.703171875,0.61,0.610568,0.51,0.71,0.659427928,0.668271729,0.560297889,0.760101931
thread,GPT-4o,joint,Base,overall,5,0.711536131,0.709012994,0.574468758,0.834981379,0.72,0.719032,0.6,0.84,0.731116883,0.743964405,0.613932759,0.860358553